ASIN,Similar,Reviews,Ratings
1556229070,0,1,1.0
1561004936,0,28,3.5
0534214509,0,4,4.5
0789434113,0,3,5.0
1556430973,0,0,0.0
0913580821,0,3,3.5
1563437007,0,1,4.0
0826309690,0,1,5.0
0883145324,0,2,5.0
0792365925,0,0,0.0
1587283549,0,1,5.0
0517885174,0,9,4.0
0810823632,0,0,0.0
0764551531,0,66,3.0
1880410494,0,1,4.0
1585030325,0,2,3.5
0763610798,0,3,4.5
0538850132,0,10,5.0
0205331270,0,5,5.0
0135885345,0,0,0.0
0376036583,0,3,5.0
189046404X,0,0,0.0
0613064429,0,1,5.0
189480709X,0,0,0.0
0439043921,0,0,0.0
0691050740,0,0,0.0
0060953500,0,27,3.5
3952000299,0,1,4.0
0446531383,0,35,4.5
0883658941,0,3,5.0
0205200419,0,0,0.0
1574321781,0,2,3.5
1569315272,0,6,4.5
1588461823,0,2,4.5
0812211561,0,1,5.0
0689847300,0,4,4.0
0029141656,0,2,4.5
067399001X,0,0,0.0
1577655532,0,0,0.0
0375706429,0,277,4.0
1886913471,0,1,4.0
0393321223,0,5,5.0
0275952177,0,3,2.5
1566765048,0,0,0.0
0345322797,0,21,4.0
0634028618,0,14,4.0
0027624250,0,1,2.0
0688116744,0,2,4.0
0823415570,0,0,0.0
0194370968,0,0,0.0
0061030023,0,1,5.0
0892967870,0,16,3.5
0425184730,0,18,3.5
0553578677,0,51,2.5
0808563564,0,3,4.5
0738849030,0,1,4.0
0807120782,0,1,4.0
184310704X,0,3,1.0
0966577701,10,3,4.5
0141300922,0,12,4.0
1565936302,0,1,5.0
0613109422,0,0,0.0
0060976926,0,50,4.0
0934211469,0,1,5.0
0130450049,0,0,0.0
0471418846,0,0,0.0
007135994X,0,6,3.5
0517880679,0,10,2.5
0892833289,0,7,4.0
0140176608,0,9,3.5
1574442961,0,0,0.0
0887059791,0,6,5.0
0761987274,0,0,0.0
0767901231,0,4,4.0
9830650839,0,0,0.0
0814406467,0,3,5.0
1401045715,0,8,4.0
0803257201,0,5,3.5
1578700698,0,26,5.0
0749435607,0,0,0.0
0312983670,0,19,3.5
0195021436,0,1,4.0
044307982X,0,1,5.0
0486218287,0,0,0.0
0448419815,0,5,5.0
0767908309,0,12,4.0
1574231502,0,3,3.0
0071344209,0,1,5.0
1882984218,0,1,5.0
086505598X,0,0,0.0
0156006278,0,11,4.0
0515129054,0,5,5.0
0787902675,0,1,1.0
0385497555,0,5,4.5
0829403590,0,0,0.0
1583762027,0,48,4.5
0879386150,0,11,3.0
0226668169,0,5,4.0
0962946303,0,2,4.0
1564143880,0,0,0.0
0395914787,0,0,0.0
2060020344,0,2,4.5
0385468717,0,18,4.5
0273650351,0,4,5.0
0471363480,0,0,0.0
0762403993,0,0,0.0
0439219175,0,3,4.0
0531118509,0,0,0.0
0691023735,0,0,0.0
0971600805,0,1,5.0
1892588021,0,1,3.0
0804709599,0,0,0.0
0819562440,0,1,5.0
039305747X,0,35,4.5
0766803589,0,0,0.0
0756504295,0,5,5.0
0865775923,0,0,0.0
1570545715,0,1,2.0
0879306394,0,13,5.0
0929587863,0,2,5.0
0486294412,0,2,4.5
0762712678,0,1,5.0
0373764316,0,2,3.5
0679444920,0,122,3.5
1571973060,0,0,0.0
0071371990,0,0,0.0
1563708108,0,0,0.0
0876050410,0,7,4.0
1881529444,0,0,0.0
1883707374,0,8,4.0
1571741852,0,4,5.0
0590483838,0,1,5.0
0780357213,0,0,0.0
0375763473,0,0,0.0
0533125871,0,4,4.0
0849957060,0,1,4.0
1571459936,0,1,5.0
0375700684,0,2,3.5
0873529871,0,40,4.5
0735605947,0,2,4.5
067474554X,0,0,0.0
1552633020,0,9,5.0
0310246547,0,13,5.0
1580231020,0,0,0.0
0380731657,0,5,4.5
0595206875,0,0,0.0
9041118292,0,0,0.0
0674525531,0,2,5.0
1586440047,0,0,0.0
0471211516,0,1,3.0
1570425736,0,10,4.5
0195081056,0,5,4.0
0064437914,0,1,5.0
1889150193,0,4,4.5
1919792090,0,22,3.5
052116334X,0,31,4.5
0966993306,0,4,5.0
0634000470,0,0,0.0
0836236572,0,10,5.0
0340645474,0,0,0.0
0486411141,0,0,0.0
0791009580,0,0,0.0
0766806030,0,1,5.0
0788190202,0,13,5.0
1883013615,0,0,0.0
0917218566,0,1,5.0
0784711666,0,0,0.0
0895294966,0,0,0.0
0425187411,0,4,3.5
0811803635,0,5,5.0
0671017144,0,46,4.5
1901522687,0,6,4.5
0888804458,0,0,0.0
156010127X,0,2,5.0
0870134841,0,2,4.5
1563383179,0,0,0.0
0465031870,0,2,4.5
0155058118,0,0,0.0
0834216558,0,1,5.0
0486257045,0,3,4.5
0739828371,0,7,4.0
0394758536,0,4,4.5
1895811678,0,1,2.0
0439087430,0,2,4.5
0786705868,10,5,4.0
1550223879,0,1,2.0
0898707269,0,0,0.0
2060000823,0,0,0.0
087220037X,0,0,0.0
0679813462,0,13,5.0
0879191260,0,1,5.0
0964490234,0,6,5.0
0446600415,0,181,4.0
1583143343,0,1,5.0
0918399157,0,2,4.0
189252211X,0,3,5.0
156458481X,0,1,3.0
1573221589,0,21,4.0
0515093556,0,76,4.0
0970583109,0,22,4.5
0373244487,0,24,4.0
0582381738,0,0,0.0
0810919761,0,0,0.0
0072191759,0,2,4.5
1556618875,0,2,5.0
0471252670,0,3,4.0
093891118X,0,0,0.0
0060278420,0,4,4.5
0965608921,0,8,5.0
0792382560,0,0,0.0
1560061820,0,0,0.0
3540427171,0,0,0.0
1560254947,0,4,4.0
0345424581,0,13,4.0
0152168079,0,1,4.0
080329235X,0,0,0.0
0808528289,0,5,5.0
0385498675,0,2,4.5
0830817751,0,3,5.0
0670892920,0,14,4.5
0151007349,0,9,4.0
1887128883,0,1,3.0
1892389347,0,5,4.5
0201398133,0,2,3.5
1566379105,0,0,0.0
0761315799,0,30,4.5
0201770512,0,5,4.5
0415206790,0,0,0.0
0963413988,0,9,5.0
0880102837,0,0,0.0
0713486139,0,0,0.0
156731046X,0,2,4.5
1841763977,0,0,0.0
0714840718,0,1,5.0
0375821848,10,1,5.0
0735611599,0,5,3.5
0138952280,0,7,5.0
069401057X,0,11,4.0
0486654605,0,1,5.0
0765801485,0,0,0.0
0965669408,0,0,0.0
0061065900,10,11,5.0
0152163573,0,0,0.0
089789247X,0,3,4.5
0393311007,0,0,0.0
0471111759,0,13,4.5
1587470071,0,0,0.0
1566563232,0,1,4.0
1567187374,0,0,0.0
0809126591,0,5,5.0
0743446593,0,39,4.5
0782124135,0,4,4.5
1552093654,0,5,2.0
0130412066,0,9,4.5
1567204694,0,0,0.0
8185026165,0,0,0.0
1883220807,0,0,0.0
1557487324,0,1,4.0
1881652181,0,8,5.0
0471349593,0,0,0.0
0876284357,0,1,5.0
0811896714,0,0,0.0
0805347984,0,0,0.0
1579471072,21,0,0.0
1891446029,0,1,5.0
0764548336,0,10,5.0
0809298724,0,6,5.0
0159005108,0,0,0.0
0486282376,0,0,0.0
0970415346,0,10,5.0
0736037071,0,0,0.0
0892436794,0,2,4.5
0374309302,0,10,4.5
1890367265,0,0,0.0
1568581629,0,19,4.5
0892814519,0,2,5.0
1561586021,0,0,0.0
0312192460,0,11,4.5
0375719512,0,0,0.0
1410400727,0,1,5.0
007213027X,0,3,1.5
0618047093,0,1,5.0
059002910X,0,3,3.5
0891098267,0,29,4.5
0198559615,0,1,4.0
080505443X,0,3,5.0
1930819072,0,17,5.0
1580623212,0,0,0.0
0935643052,0,3,5.0
0764508970,0,6,3.0
0884046516,0,16,4.0
0321121740,0,3,4.5
0140168125,0,44,4.5
9068310720,0,1,4.0
020531418X,0,1,5.0
039330695X,0,9,4.0
0914667106,0,1,4.0
0802842127,0,5,5.0
0325000913,0,5,4.0
0387908390,0,6,2.5
0452279275,0,1,4.0
1929132204,0,0,0.0
0802775624,0,31,4.0
0786885564,0,41,4.0
188905710X,0,10,4.0
0072129328,0,1,4.0
0312310005,0,6,3.0
0965834441,0,13,4.5
1555402135,0,0,0.0
0521099064,0,6,4.5
0760308349,0,3,5.0
0590473700,0,13,4.5
9163082535,0,5,5.0
0786881992,0,5,4.0
0534520073,0,8,3.0
096468540X,0,7,4.5
0538881801,0,0,0.0
0740718533,0,2,5.0
0806133732,0,5,5.0
0877283478,0,2,4.0
0060642149,0,2,5.0
0072826312,10,0,0.0
0882707930,0,40,5.0
0231113919,0,1,4.0
0688022715,0,10,5.0
048640918X,0,1,4.0
1874698783,0,0,0.0
0070628432,0,0,0.0
1885223234,0,3,4.5
1570612714,0,4,5.0
0393322823,0,0,0.0
1557834539,0,9,5.0
081121186X,0,25,4.5
0740717243,0,0,0.0
1582381895,0,1,5.0
0613308727,0,15,4.5
0849315891,0,0,0.0
1569318484,0,3,5.0
0763607738,0,1,5.0
0792361008,0,0,0.0
1893956253,0,3,5.0
0451198824,0,10,5.0
0916360474,0,1,5.0
0918346177,0,0,0.0
1582431434,0,3,4.5
0140186522,0,347,4.0
155738780X,0,1,5.0
0253211972,0,0,0.0
0800757203,0,5,4.5
1568214634,0,1,4.0
0684825503,0,9,5.0
0878330852,0,0,0.0
0375419756,0,15,4.0
0793594243,0,3,3.5
0815129122,0,0,0.0
3980760219,0,2,4.5
0806523794,0,4,4.5
0595185355,0,1,5.0
0964253402,0,2,5.0
0071357025,10,0,0.0
0881925462,0,3,5.0
1566703921,0,1,3.0
0685526496,0,0,0.0
0195106261,10,5,3.0
0679434453,0,27,3.0
0879755075,0,6,3.5
1559638478,10,1,5.0
0878466223,0,0,0.0
0785276149,0,2,5.0
0870232754,0,4,4.5
0877790442,0,4,4.0
0117024244,0,0,0.0
0819512117,0,6,4.0
081182554X,0,4,4.0
0759238022,0,0,0.0
2061549020,0,0,0.0
0345373758,0,2,3.5
0415900514,0,0,0.0
0808525255,0,86,5.0
1555660126,0,3,5.0
0716710455,0,7,5.0
1563841614,0,11,3.0
0072518774,0,0,0.0
0064472132,0,145,4.0
0028612922,0,9,5.0
0874779944,0,4,5.0
0672323109,0,1,1.0
0399148795,0,16,4.0
0412049910,10,2,4.0
0060185651,0,23,4.5
1555911846,0,2,5.0
0821773941,0,1,4.0
0679777660,0,19,4.0
0397584032,10,2,4.5
031097349X,0,0,0.0
0486421678,0,3,5.0
0879839074,0,4,4.5
0006646743,0,0,0.0
1550225081,0,6,4.5
0373619391,0,0,0.0
1570061661,0,0,0.0
193123244X,0,3,4.5
0671784218,0,2,4.5
1882418077,0,1,5.0
1892746336,0,0,0.0
1878154001,0,1,5.0
0721632572,0,2,4.0
0521422140,0,2,3.0
0743233026,0,92,3.0
188183042X,0,0,0.0
0520234820,0,1,4.0
0944811140,0,0,0.0
0671026461,0,5,4.0
0791023303,0,2,5.0
1879744074,0,0,0.0
0516261533,0,1,5.0
0743216393,0,29,4.5
0198611129,0,4,4.5
0764554301,0,10,4.0
0312875207,0,7,4.5
0029161614,0,0,0.0
0521264790,0,0,0.0
0393007502,0,0,0.0
0590440217,0,0,0.0
0415065283,0,0,0.0
1591886244,10,1,5.0
0393321754,0,2,4.5
0688165664,0,18,3.0
0131993739,0,1,2.0
1580082491,0,5,3.0
0761315349,0,2,5.0
0786709146,0,0,0.0
1564143678,0,3,3.5
1567512224,0,1,5.0
0890065268,0,3,4.5
0809016257,0,2,5.0
0941676331,0,1,4.0
0471879533,0,1,5.0
0590470426,0,0,0.0
0740715666,0,0,0.0
0140507361,0,1,5.0
0803927436,0,2,5.0
1887591400,0,2,5.0
0789404516,0,3,4.0
1559635916,0,2,5.0
0387988254,0,4,4.5
0764551043,0,19,3.0
0750671327,0,0,0.0
0632050349,0,0,0.0
0425184285,0,20,4.5
1929403127,0,1,5.0
0439283361,0,0,0.0
0671632396,0,4,4.0
0195290011,0,17,4.5
1582340668,0,3,5.0
0807287695,0,9,4.0
0030973759,0,0,0.0
0865476071,0,6,4.5
0963596772,0,1,5.0
0517123916,0,3,4.5
031224035X,0,1,1.0
0900588896,0,0,0.0
0806521937,0,12,3.5
0784402795,0,0,0.0
1580082653,0,35,5.0
0896224929,0,0,0.0
0736411054,0,0,0.0
0395567548,0,4,5.0
0520227883,0,2,2.5
189683650X,0,2,4.5
1891620401,0,181,4.0
0415105455,0,0,0.0
0802404332,0,3,5.0
1561583936,0,14,4.5
0764552767,0,23,4.5
1840300426,0,0,0.0
0735200238,0,1,3.0
087701759X,0,28,4.5
0486287408,10,0,0.0
0064401952,0,6,4.5
055321201X,0,197,4.5
0061041785,0,2,5.0
0967143012,0,0,0.0
0738519103,0,0,0.0
0781731747,0,0,0.0
0553575643,0,92,4.5
0060182970,0,125,3.0
1556433328,0,1,4.0
0876054718,0,4,4.5
1840642009,0,0,0.0
0767412028,0,3,4.5
0971007829,0,4,5.0
0307116824,0,2,4.5
0472112759,0,0,0.0
0940745054,0,2,5.0
1578195780,0,1,5.0
071198803X,0,26,4.0
0570052467,0,7,3.5
0393968855,0,11,4.0
0970283407,0,0,0.0
1740592727,0,1,5.0
0380704587,0,22,3.5
1570984158,0,0,0.0
082651393X,0,6,4.5
0834804719,0,1,4.0
1558491619,0,5,5.0
013097305X,0,6,4.5
0564000396,0,2,4.5
0833030507,0,3,4.5
0658014595,0,0,0.0
1560447664,0,0,0.0
0345410602,0,17,3.5
0521425263,0,2,5.0
0199637741,0,0,0.0
156201109X,0,0,0.0
0130879134,0,3,5.0
043930606X,0,1,5.0
0064431592,0,6,5.0
0152024913,0,2,3.0
3822859753,0,1,5.0
1557531331,0,6,5.0
0486288978,0,4,5.0
0156528401,0,16,5.0
0894535307,0,0,0.0
0262661330,0,3,5.0
0896226735,0,0,0.0
0316776777,0,3,2.0
0807085359,0,0,0.0
0814726402,0,0,0.0
0028617290,0,1,5.0
1903450543,0,2,3.0
1578063345,0,2,5.0
0440415020,0,2,5.0
0767905784,0,5,4.5
0821766937,21,13,4.0
0965712524,0,0,0.0
0375757392,0,4,4.0
0226978915,0,0,0.0
0520232259,0,0,0.0
0764104756,0,7,3.0
1890560030,0,0,0.0
0520229711,0,0,0.0
0387954198,0,0,0.0
0393730107,0,8,4.0
1552975371,0,10,4.5
038795161X,0,0,0.0
0935089160,0,0,0.0
0393308278,0,6,5.0
1562925539,0,0,0.0
0684856859,0,12,4.5
1572180420,0,1,5.0
0899224180,0,3,5.0
1884570496,0,2,4.0
0553479431,0,249,4.5
1899836772,0,0,0.0
0801021766,0,8,5.0
0446675806,0,23,4.5
0026879689,0,0,0.0
0140183221,0,10,3.5
0931234018,0,2,5.0
0812543904,0,8,4.0
0936184183,0,0,0.0
0686310012,0,0,0.0
0028627393,0,14,3.0
1860647782,0,0,0.0
0664219705,0,1,4.0
0060293179,0,2,5.0
0345447980,0,71,4.5
0828819009,0,0,0.0
0761909613,0,1,4.0
0759625018,0,9,4.5
0816637865,0,2,5.0
1580510817,0,15,4.5
0071399194,0,3,5.0
158542059X,0,34,4.5
0807823341,0,3,4.5
1892213257,0,12,3.5
0881410187,0,2,5.0
1565923855,0,8,3.5
084234098X,0,2,5.0
0393956512,0,2,2.0
0465007473,0,1,5.0
0802823947,0,0,0.0
0735202893,0,1,3.0
0865424462,0,0,0.0
188784032X,0,1,5.0
1590590023,0,7,2.5
0486265269,0,0,0.0
0130137847,0,3,3.5
155849216X,0,15,5.0
1565120388,0,145,4.5
0872887448,0,5,3.0
0374199698,0,517,4.5
0849309115,0,0,0.0
0789728672,0,30,3.0
8798685414,0,0,0.0
0071408835,0,0,0.0
0449225046,0,35,3.5
1890817333,0,1,5.0
0802133835,0,2,5.0
0140441522,0,0,0.0
0486225755,0,3,3.0
0205193579,0,0,0.0
0970546483,0,1,4.0
0791447782,0,0,0.0
0130356484,0,1,4.0
0802713076,0,13,4.0
0256116997,0,0,0.0
1857328574,0,1,5.0
055337835X,0,29,4.5
156639631X,0,2,5.0
0940279126,0,1,4.0
0743246470,0,62,3.5
0746007450,0,1,4.0
186126139X,0,1,5.0
0937422363,0,1,5.0
0824788826,0,0,0.0
0787116963,0,0,0.0
0805301771,0,0,0.0
0689846770,0,1,5.0
1881659569,0,3,4.5
0316325740,0,5,5.0
0761975632,0,0,0.0
0472088475,0,0,0.0
0687609062,0,0,0.0
1575665972,0,43,4.0
0837366461,0,1,5.0
0786005483,0,1,5.0
0735606838,0,1,5.0
1587212145,0,10,5.0
0786815558,0,13,5.0
0878918957,0,4,5.0
1571452559,0,0,0.0
1569716846,0,2,4.0
0874414393,0,0,0.0
0966482379,0,2,5.0
0809254468,0,4,4.5
0899573045,10,2,5.0
0385498306,0,13,3.5
1560520825,0,0,0.0
1564593460,10,4,3.0
0070647364,0,13,2.5
1571810242,0,0,0.0
0061031232,0,14,4.5
0380816512,0,9,4.0
0966884507,0,3,5.0
0766012123,0,0,0.0
091179459X,0,0,0.0
0811827399,0,1,5.0
0786916761,0,3,4.5
0195067886,0,13,4.5
1893970086,0,0,0.0
0821807374,0,0,0.0
1878379909,0,2,5.0
0803944888,0,0,0.0
0767902254,0,31,4.5
0446313645,0,56,4.5
1852787430,0,0,0.0
0609605178,0,48,3.0
0345311744,0,3,2.5
0679446230,0,408,4.0
0833526065,0,8,4.5
0631196331,0,1,5.0
0822319241,0,12,4.0
0967145015,0,3,5.0
1558061096,0,0,0.0
0534593100,0,8,4.5
0827366884,0,0,0.0
0151004838,0,2,4.5
0816019924,0,1,3.0
0268022593,0,0,0.0
1584300035,0,1,4.0
0941188272,0,1,5.0
1566395038,0,3,5.0
1577470680,0,2,5.0
1563297418,0,0,0.0
074344602X,0,7,4.0
0802136516,0,8,4.5
0807847453,0,0,0.0
1566610265,0,0,0.0
0970535430,0,5,4.0
1584280794,0,7,4.5
0072904720,0,2,4.0
0721689213,0,0,0.0
0674194063,0,0,0.0
0809130394,0,1,5.0
2080106449,0,2,5.0
0697327272,0,0,0.0
0195142586,0,0,0.0
0553472895,0,294,4.0
067101529X,0,3,4.5
0761515631,0,9,4.5
0451165594,0,29,4.0
1878348124,0,2,5.0
0810836963,0,1,5.0
0486402991,0,1,5.0
0892813040,0,9,4.5
0825424763,0,4,5.0
1557883599,0,38,5.0
0813829593,0,1,4.0
1878067214,0,2,4.0
1558684042,0,1,5.0
083613494X,0,0,0.0
0312254180,0,14,5.0
0914457527,0,20,3.5
0195112431,0,1,5.0
0671009605,10,15,4.0
0683307789,0,5,5.0
1572482036,0,0,0.0
187513770X,0,2,4.0
0803720785,0,2,4.5
0062512668,0,24,4.5
0439194016,0,1,5.0
9652292494,0,8,4.5
0515123846,0,5,2.0
187807122X,0,0,0.0
0028620275,0,0,0.0
0292705174,0,0,0.0
0140549390,0,1,4.0
0966586921,0,0,0.0
1566992214,0,1,4.0
0809233495,0,4,4.0
0380720450,0,112,3.0
0674802985,0,2,5.0
0787908703,0,19,5.0
0671010115,0,21,4.0
0521814030,0,1,3.0
0964343304,0,7,5.0
0387977163,0,4,3.0
0534264786,0,1,5.0
0879305746,0,5,2.0
0807730017,0,0,0.0
0793138264,0,0,0.0
0899576567,0,40,4.5
1568492421,0,28,5.0
0765300125,0,7,4.5
0789725754,0,1,1.0
088419535X,0,8,3.5
0899901115,0,0,0.0
0694514780,0,6,5.0
0205195660,0,2,4.5
0920303749,0,10,5.0
006092554X,0,37,4.0
0962636649,0,0,0.0
0964483815,0,9,3.5
0970264003,0,8,5.0
1930674384,10,1,5.0
0694013560,0,1,5.0
9998230047,0,0,0.0
0812694430,0,0,0.0
0761525696,0,5,1.5
0762405007,0,3,4.5
0809129736,0,0,0.0
0851516513,0,0,0.0
078790015X,0,0,0.0
0451526821,0,37,4.0
0060928670,0,10,5.0
9531780978,0,1,5.0
0451191145,0,1244,4.0
1566911583,0,4,5.0
1892127210,0,4,5.0
0694523755,0,108,3.5
0843951141,0,7,4.5
0830721533,0,1,5.0
0877933561,0,5,5.0
0886900131,0,1,5.0
0471194433,0,1,5.0
0850527066,0,0,0.0
0071346503,0,10,4.0
0380728265,0,54,4.5
1401049699,0,8,4.5
1558672699,0,1,5.0
1587621150,0,0,0.0
0824512235,0,0,0.0
1882197046,0,0,0.0
1850759421,0,0,0.0
1580625339,0,2,5.0
0533119723,0,12,3.5
0935621172,0,6,4.0
0415910455,0,3,3.5
1555425003,0,7,4.5
0890964653,0,10,5.0
0312284810,0,7,3.0
0404025153,0,0,0.0
0062503359,0,1,5.0
0896086429,0,0,0.0
0802801137,0,1,5.0
0805072845,0,19,4.0
0762708360,0,1,5.0
1566561906,0,3,5.0
1587153793,0,2,3.5
0310200067,0,8,4.0
0970241739,0,6,2.5
0865163480,0,3,5.0
1888173408,0,5,4.5
026212226X,0,1,5.0
031226593X,0,18,4.0
0679882715,0,2,3.0
0195117115,0,1,5.0
0528837338,0,4,4.5
1576850056,0,4,5.0
0300088019,0,0,0.0
0821770160,0,5,4.0
0940450283,0,0,0.0
055352576X,0,118,4.0
0898704456,0,11,5.0
1584854871,0,3,4.5
0486288218,0,1,5.0
0316193658,0,1,4.0
0802837301,0,9,5.0
0821768301,0,4,5.0
0679781552,0,17,5.0
089148082X,0,1,3.0
3791324810,0,0,0.0
1880608014,0,0,0.0
0262133504,0,2,4.0
0716734370,0,0,0.0
084995665X,0,0,0.0
1841120081,0,1,5.0
0807554014,0,2,4.5
0664218784,10,7,4.5
1557042888,0,7,5.0
0966103297,0,6,3.5
0195001990,0,11,4.0
0634018728,0,1,3.0
0658000144,10,2,5.0
1577688147,0,0,0.0
1931514453,0,1,5.0
0843145439,0,0,0.0
3825841553,0,0,0.0
0936784768,0,0,0.0
156858198X,0,25,4.0
1884777813,0,19,3.5
071030689X,0,0,0.0
189263709X,10,19,3.5
0738703109,0,12,4.5
0824792548,0,0,0.0
0316854530,0,0,0.0
0789478560,0,0,0.0
0788008498,0,0,0.0
0439110165,0,6,5.0
1561893684,0,5,4.5
0683017233,0,7,5.0
189093903X,0,0,0.0
0801038324,0,6,4.0
047134981X,0,1,5.0
0399510338,0,9,4.5
1563086441,0,1,2.0
0804726205,0,3,3.0
1841762946,0,5,3.0
0375413073,0,9,3.5
0070287252,0,1,5.0
0316135526,0,2,4.0
0471243221,0,3,5.0
156010211X,0,0,0.0
0940864371,0,1,5.0
0812215176,0,1,5.0
0843177233,0,5,5.0
0761910212,0,1,5.0
0486271161,0,0,0.0
0152162542,0,0,0.0
0764536303,0,20,4.5
0736605673,0,992,4.5
156098659X,0,9,5.0
1566562422,0,1,4.0
1560238747,0,4,5.0
0821772147,10,4,4.0
0340762314,0,0,0.0
1880405091,0,3,4.5
0842351833,0,32,4.5
0292791410,0,0,0.0
0471020516,0,11,4.5
0744002621,0,3,4.5
0415110297,0,0,0.0
0940669137,0,8,1.5
076230779X,0,0,0.0
1894869419,0,0,0.0
0674991567,0,1,5.0
0769200419,0,2,5.0
0071341021,0,1,5.0
1579900348,0,0,0.0
0156621657,0,7,5.0
0764916076,0,0,0.0
3791325027,0,0,0.0
0451408624,0,10,2.0
0071381856,0,12,4.5
0740718711,0,1,5.0
0325003556,0,0,0.0
0911842322,0,0,0.0
1564772608,0,1,5.0
0842329153,0,344,4.0
080184620X,0,0,0.0
0671045539,0,19,4.5
0679894780,0,3,4.5
0405105312,0,0,0.0
0813016657,0,2,4.5
1580620469,0,2,4.5
1580531563,0,3,3.0
0674003896,0,2,1.0
0896413489,0,1,5.0
1561707384,0,3,3.0
0671041274,0,1,5.0
0670882062,0,2,4.5
0894715968,0,4,4.5
1883403111,0,7,2.5
0764303023,0,1,5.0
1888344059,0,0,0.0
089255228X,0,2,4.5
0892819006,0,8,4.0
1575421038,0,2,5.0
0140150528,0,3,4.5
0295976055,0,1,5.0
0853646759,0,0,0.0
1570716587,0,12,5.0
1562516728,0,1,5.0
0849315751,0,0,0.0
1573928003,10,5,5.0
1560103647,0,0,0.0
0715315862,0,1,4.0
0892724331,0,1,4.0
0671894390,0,19,4.5
0760309779,0,0,0.0
0813012961,0,1,5.0
1567185657,0,6,5.0
0673421953,0,0,0.0
158017261X,0,4,3.0
0937064815,0,6,3.5
1587152827,0,34,4.5
0921991053,0,0,0.0
0316893595,0,2,4.5
0673575918,0,1,5.0
0140188444,0,25,5.0
0814731279,0,4,4.0
0553527584,0,0,0.0
0892063912,0,1,5.0
0684850028,0,69,4.5
0192100351,0,219,4.5
1885593295,10,2,4.0
0809224321,0,4,4.5
1565122291,0,57,4.0
1575846578,0,1,5.0
1567993788,0,4,5.0
0520066669,0,0,0.0
0892967161,0,12,4.5
1884183778,0,0,0.0
0881923311,0,2,4.5
0771099770,0,2,4.5
0740716417,0,0,0.0
0155676415,0,0,0.0
0448417367,0,1,5.0
0899423868,0,0,0.0
1882810317,0,6,4.5
0942087151,0,1,5.0
0595272819,0,3,4.5
0028018281,0,4,5.0
0486422046,0,0,0.0
0313290733,0,0,0.0
0375402454,0,21,4.0
0819880337,0,3,4.5
087779121X,0,0,0.0
0072508337,0,1,2.0
0075706830,0,0,0.0
0439176859,0,19,4.5
1841760560,0,1,5.0
1582430624,0,5,5.0
0590442929,21,2,3.5
0253210909,0,8,4.5
0020160224,0,12,3.5
093187680X,0,1,4.0
0471557234,0,1,5.0
0312262531,0,4,5.0
0918825148,0,5,5.0
0072226234,0,2,4.0
0446675393,0,7,4.5
0582297966,0,4,5.0
0886778506,0,18,4.0
0940232537,0,6,4.5
0788169696,0,1,4.0
1576739333,0,2,5.0
1931153221,0,1,5.0
0862419956,0,0,0.0
0815717970,0,0,0.0
0517708752,0,8,5.0
0300030991,0,1,5.0
0821413740,0,0,0.0
0028622189,0,12,4.5
088419745X,0,0,0.0
0262061570,0,1,5.0
0023233001,0,0,0.0
0141312270,0,6,4.5
1930486359,0,1,5.0
0973083727,0,10,4.0
0820701106,0,0,0.0
9812460586,0,6,4.0
0465098290,0,3,3.0
042517509X,0,2,3.5
0816520526,0,4,5.0
1580171575,0,0,0.0
0946819718,0,2,4.5
0374525811,0,33,4.5
0316695343,0,0,0.0
0195158202,0,2,2.5
0030339588,0,1,5.0
0316082775,0,22,4.0
1580050743,0,3,3.5
0671020048,0,0,0.0
0470237260,0,1,4.0
0345440390,0,11,4.5
0534609961,0,0,0.0
0415132169,0,0,0.0
0201618354,0,0,0.0
0020418000,0,1,5.0
0821772937,0,2,4.0
0195096320,0,1,4.0
187843604X,0,2,4.5
0896584593,0,31,4.5
1573228311,0,22,4.5
0440918057,0,104,4.5
0262522756,0,0,0.0
0435083341,0,2,5.0
0425168727,0,73,5.0
0967487307,0,0,0.0
0130858587,0,10,4.5
0875522696,0,0,0.0
0967860717,0,0,0.0
0136298419,0,6,4.0
1859842186,0,3,5.0
0880642181,0,11,3.0
1581802587,0,0,0.0
0688123627,0,17,3.5
0687194938,0,0,0.0
0781720311,0,1,5.0
0195139550,0,1,5.0
0813011604,0,1,4.0
0195131762,0,2,5.0
0762700823,0,1,4.0
0760301352,0,3,5.0
0939443031,0,3,4.5
0316817805,0,4,4.5
087477893X,0,43,4.5
0553268147,0,12,5.0
0801840368,0,2,4.5
0312182953,0,16,4.5
0471414727,0,3,3.5
1550462733,0,3,5.0
059519964X,0,0,0.0
0345439988,0,11,4.5
1564967425,0,2,5.0
032110028X,0,7,5.0
0375823611,0,0,0.0
0201180952,0,9,4.5
075280913X,0,0,0.0
0226118711,0,0,0.0
0312241763,0,4,5.0
0971326673,0,12,5.0
0374175403,0,37,2.5
0892724560,0,1,5.0
2060000793,0,2,5.0
1895629551,0,2,3.5
0761530134,0,1,5.0
902770175X,0,0,0.0
0467700036,0,0,0.0
0252069250,0,0,0.0
1931313830,0,1,4.0
185960384X,0,0,0.0
0517703734,0,4,5.0
0781714273,0,15,3.5
1889392146,0,321,4.5
8440692617,0,0,0.0
0766126439,10,0,0.0
0195618920,0,0,0.0
0226041395,0,7,3.5
0688163173,0,324,4.0
0375806512,0,3,5.0
0440429838,0,0,0.0
